title,date,text
"Donald J. Trump: Proclamation 9596—Jewish American Heritage Month, 2017",2017-04-28,"During Jewish American Heritage Month, we celebrate our Nation's strong American Jewish heritage, rooted in the ancient faith and traditions of the Jewish people. The small band of Dutch Jews who first immigrated in 1654, seeking refuge and religious liberty, brought with them their families, their religion, and their cherished customs, which they have passed on from generation to generation. The moral and ethical code of the Jewish people is inspired by their spiritual vocation of ""tikkun olam""—the charge to repair the world. Through that vocation, the Jewish people have left an indelible mark on American culture. Today, it is manifested in the towering success Jewish people have achieved in America through a unique synthesis of respect for heritage and love of country.  Escaping religious persecution and ethnic violence and seeking political freedom and economic opportunity, American Jews, over centuries, have held firm in the belief that the United States was ""Di Goldene Medina""—the Golden Country. Those who moved here built houses and gardens, raised families, and launched businesses. They have pursued education to advance their mission to make the world a better place. In every aspect of the country's cultural, spiritual, economic, and civic life, American Jews have stood at the forefront of the struggles for human freedom, equality, and dignity, helping to shine a light of hope to people around the globe.  The achievements of American Jews are felt throughout American society and culture, in every field and in every profession. American Jews have built institutions of higher learning, hospitals, and manifold cultural and philanthropic organizations. American Jews have even brought us our greatest superheroes—Captain America, Superman, and Batman. American Jews have composed some of our defining national hymns like God Bless America, timeless musicals like The Sound of Music, and even famous Christmas songs. From Admiral Hyman G. Rickover to Albert Einstein, Richard Rodgers to Irving Berlin, Jerry Siegel to Bill Finger, Mel Brooks to Don Rickles, and Levi Strauss to Elie Wiesel, American Jews have transformed all aspects of American life and continue to enrich the American spirit.  This month, I celebrate with my family—including my daughter, Ivanka, my son-in-law, Jared, my grandchildren, and our extended family—the deep spiritual connection that binds, and will always bind, the Jewish people to the United States and its founding principles. We recognize the faith and optimism exemplified by American Jews is what truly makes America ""The Golden Country,"" and we express our Nation's gratitude for this great, strong, prosperous, and loving people.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as Jewish American Heritage Month. I call upon all Americans to celebrate the heritage and contributions of American Jews and to observe this month with appropriate programs, activities, and ceremonies. In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9597—National Foster Care Month, 2017",2017-04-28,"During the month of May, we observe National Foster Care Month and we celebrate those who have opened their homes and their hearts to children in need and those who have devoted their careers to serving America's foster youth.  Americans throughout the country are serving their communities as foster parents, mentors, respite care providers, and volunteers. In the last year alone, America's foster families opened their homes and hearts to more than 300,000 young people.  But we can do more. Every child deserves a safe and supportive family. Ensuring that children grow up with the opportunity to reach their full potential is a top priority of my Administration. For thousands of children whose biological families are unable to support them, foster families provide a secure and nurturing environment that is essential for a successful start in life.  Foster families serve young people from all walks of life, from infants awaiting adoption, to children seeking reunification with their families and teens in need of safe havens from negative influences. In many cases, they offer our Nation's most at-risk children a second chance at the American Dream.  A tremendous demand exists for foster parents and families across the country. Together as a Nation, we must raise awareness about this need and inspire volunteers to step forward and invest in the lives of our Nation's youth through our foster care system.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as National Foster Care Month. I call upon all Americans to observe this month by taking time to help children and youth in foster care and to recognize the commitment of those who touch their lives, particularly celebrating their foster parents and other caregivers.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9598—National Physical Fitness and Sports Month, 2017",2017-04-28,"A Proclamation  During National Physical Fitness and Sports Month, we remind Americans of all ages and backgrounds that maintaining a healthy and active lifestyle is critical to long-term physical and mental well-being, productivity, and quality of life. We also highlight the close relationship between sports and physical fitness and the benefits related to participation in sports, including disease prevention, lessons in teamwork and leadership, and the practice of overcoming adversity. In addition to their physical health benefits, sports promote positive mentoring, discipline, and structure for young Americans.  In 1956, President Dwight D. Eisenhower formed the President's Council on Youth Fitness, demonstrating a national commitment to improving health and physical fitness. President Eisenhower's legacy lives on today in the form of the President's Council on Fitness, Sports, and Nutrition, which advises me on health and fitness and engages with communities across the country to improve youth fitness and empower Americans to adopt healthy lifestyles that include regular physical activity and good nutrition. My Administration will continue this tradition, with a particular focus on promoting sports and physical fitness among our youth.  As we each work to maintain our own physical fitness, we play a part in building a stronger and healthier America. Failure to engage in physical activity contributes to serious negative health outcomes, including obesity and diseases such as type 2 diabetes, and an increased risk of heart disease, the number one cause of death in America. Complications from these health problems often impact quality of life and frequently lead to other related and debilitating conditions.  As we celebrate National Physical Fitness and Sports Month, let us commit ourselves to celebrating active lifestyles, promoting physical fitness, and tackling public health issues together by making healthier choices. Let us rededicate ourselves each day to childhood obesity prevention, and recognize the role that sports can play in our Nation's health and well-being. Throughout May, I encourage all Americans to eat nutritious food, to take more time each day to be active, and to inspire friends, family, peers, and loved ones to do the same.  Finally, the Americans who serve our Nation's youth through sports and other physical activities deserve our collective appreciation. Whether through coaching, driving kids to and from practice, or organizing the leagues and events that make sport competitions possible, these Americans make countless unseen sacrifices that merit special recognition.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017, as National Physical Fitness and Sports Month. I call upon the people of the United States to make physical activity and sports participation a priority in their lives.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first. DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9599—Older Americans Month, 2017",2017-04-28,"Older Americans are our Nation's memory. Some of today's grandparents and great-grandparents were born during the Great Depression, lived through the Second World War, witnessed the rise and fall of Communism, fought in Korea and Vietnam, marched with Martin Luther King, Jr., and watched the first man walk on the Moon. Now, they surf the internet and share family photos on their phones in a world that is richer and freer than the one into which they were born. Listening to the stories of our older citizens allows younger Americans to appreciate the country they inherited and gain the wisdom necessary to make it even better for their children and grandchildren.  As we celebrate Older Americans Month, we take the opportunity to thank our seniors and recognize the enormous contributions they make to the Nation. Indeed, one of modern life's greatest blessings are the medical advancements that make it possible for older people to remain healthy and active well into the later stages of life. We are blessed to have their presence, their love, and their unmatched perspective for our families.  Our elders also have an unprecedented opportunity to make a difference in our communities by sharing their talents, wisdom, and time. America's seniors give back in a myriad of ways, working with children in our schools, providing assistance to the sick and shut-in, and inventing new and innovative products. They have made our Nation stronger through their experience, knowledge, and willingness to share with others.  Finally, during this month we also recognize that, as we age, many of us will need more assistance from our friends and family. We therefore recommit ourselves to ensuring that older Americans are not neglected or abused, receive the best healthcare available, live in suitable homes, have adequate income and economic opportunities, and enjoy freedom and independence in their golden years. They deserve and we owe them nothing less.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as Older Americans Month. I call upon all Americans to honor our elders, acknowledge their contributions, care for those in need, and reaffirm our country's commitment to older Americans this month and throughout the year.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9600—National Charter Schools Week, 2017",2017-04-28,"During National Charter Schools Week, we recommit ourselves to empowering students and giving parents their rightful freedom over their children's education. We recognize the successful public charter schools across the country and the families, teachers, administrators, and communities who continue to invest in our Nation's most precious resource our children.  More than 25 years ago, an idea took root: educators free of restrictive processes and policies, and empowered to experiment with new teaching methods, would generate better outcomes for students. Charter schools are built around this idea. Like traditional public schools, they are tuition-free, but they operate independently from traditional school boards and, in exchange, are held accountable by local authorizers to standards that are often more demanding.  Education is the foundation for success, and educational opportunity should not be limited or defined by status, income, or residence. All children deserve access to a quality education. When our children receive a rigorous education and are held to high standards, they can achieve their goals, rise out of poverty, and actively engage in our democracy.  For too long, however, students across this country have been trapped in failing or underperforming schools simply because of their zip code. The Washington one-size-fits-all approach has not worked for far too many of our children. Fortunately, we have seen how allowing families the freedom to choose other schooling options including charter schools delivers life-changing results.  Today, 44 States and the District of Columbia have laws that allow for charter schools, which enroll more than 3 million students. The demand for charter schools only continues to grow: a recent study showed that at least 70 percent of parents favor opening a charter school in their neighborhood. This is because charter schools work. According to Stanford University's Center for Research on Education Outcomes study, students in urban charter schools, on average, achieve significantly greater outcomes in both reading and math. This is why I have called upon the Congress to increase funding for charter schools as well as school choice programs for disadvantaged youth, which would include millions of African American and Latino children. Under the leadership of Secretary of Education Betsy DeVos, we will expand charter school options for students throughout the United States.  As Americans, we have an abiding conviction that our next generation's future should be even brighter than ours. Education provides the staircase out of poverty, toward a fulfilling life of work and service, and a true shot at the American Dream. We want every student from New Orleans to Kansas City, from Houston to Detroit, and every city and town in between to rise to success. Charter schools have tremendous potential to offer students around the country the priceless gift of possibility. As a Nation, we should support the continued success of charter schools and hold our students up to the high standards they are all capable of achieving. Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 30 through May 6, 2017, as National Charter Schools Week. I commend our Nation's successful public charter schools, teachers, and administrators, and I call on States and communities to empower parents and families by supporting high-quality charter schools as an important school choice option.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9601—Small Business Week, 2017",2017-04-28,"During Small Business Week, we celebrate our Nation's small business owners, whose entrepreneurship and hard work bring jobs and prosperity to our communities. Small business owners embody the American pioneering spirit and remind us that determination can turn aspiration into achievement. This week, we affirm our commitment to removing government barriers to the success of American small businesses.  Small businesses are an economic force in this country, and have grown by nearly 40 percent since 1982 despite often facing regulatory headwinds. They employ almost 58 million Americans, accounting for about 50 percent of all private-sector jobs in the United States. Our communities depend on the success of small businesses. More than 99 percent of all employer firms in the country are small businesses and in recent years, too many of them have been crushed by overwhelming Federal regulations. At the beginning of my Administration, I met with small business owners who continue to struggle under too many burdensome regulations. I have already signed legislation disapproving many excessive and unreasonable regulations and issued several Executive Orders to address other overreaching rules. These actions will free our Nation's entrepreneurs to spend more time creating jobs and less time navigating the Federal bureaucracy.  My Administration is also working to ensure our Nation's trade deals establish favorable conditions for small businesses to export their goods and services. With a level playing field on the international stage, America's small businesses will lead an export revival that brings jobs and wealth back to our country.  Our Nation also deserves a tax system that works for not against small business owners. One of the biggest problems facing our small businesses is an unduly complicated, and often unfair, tax system. Tax reform will unleash a new wave of investment, innovation, and entrepreneurship in our country. Americans will keep more money in their pockets, leaving them with the resources they need to expand their businesses and hire more workers.  America's small business owners transform ideas into reality. They are a strong testament to the opportunities a market economy affords. During this week, we recognize the incredible contributions small businesses make to our country and pledge to foster the conditions that enable them to prosper and thrive.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 30 through May 6, 2017, as Small Business Week. I call upon all Americans to recognize the critical contributions of America's entrepreneurs and small business owners as they grow our Nation's economy.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first. DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9602—Loyalty Day, 2017",2017-04-28,"On Loyalty Day, we recognize and reaffirm our allegiance to the principles upon which our Nation is built. We pledge our dedication to the United States of America and honor its unique heritage, reminding ourselves that we are one Nation, under God, made possible by those who have sacrificed to defend our liberty. We honor our Republic and acknowledge the great responsibility that self-governance demands of each of us.  The United States stands as the world's leader in upholding the ideals of freedom, equality, and justice. Together, and with these fundamental concepts enshrined in our Constitution, our Nation perseveres in the face of those who would seek to harm it.  As one Nation, we will always stand strong against the threats of terrorism and lawlessness. The loyalty of our citizenry sends a clear signal to our allies and enemies that the United States will never yield from our way of life. Through the Department of Defense and other national security agencies, we are working to destroy ISIS, and to secure for all Americans the liberty terrorists seek to extinguish. We humbly thank our brave service members and veterans who have worn our Nation's uniform—from the American Revolution to the present day. Their unwavering loyalty and fidelity has made the world a safer, more free, and more just place. We are inspired by their pride in our country's principles, their devotion to our freedom, and their solemn pledge to protect and defend our Constitution against all enemies, foreign and domestic.  To express our country's loyalty to individual liberties, to limited government, and to the inherent dignity of every human being, the Congress, by Public Law 85-529 as amended, has designated May 1 of each year as ""Loyalty Day."" On this day, we honor the United States of America and those who uphold its values, particularly those who have fought and continue to fight to defend the freedom it affords us.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim May 1, 2017, as Loyalty Day. This Loyalty Day, I call on all Americans to observe this day with appropriate ceremonies in our schools and other public places, including recitation of the Pledge of Allegiance to the Flag of the United States of America. I also call upon all Government officials to display the flag of the United States on all Government buildings and grounds on that day.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9603—National Mental Health Awareness Month, 2017",2017-05-01,"National Mental Health Awareness Month is a time to recognize the millions of American families affected by mental illness and to redouble our efforts to ensure that those who are suffering get the care and treatment they need. Nearly 10 million Americans suffer from a serious mental illness, such as schizophrenia, bipolar disorder, or major depression. Unfortunately, approximately 60 percent of adults and 50 percent of adolescents with mental illness do not get the treatment or other services they need. As a result, instead of receiving ongoing expert psychiatric care, these individuals often find themselves in emergency rooms, prisons, or living on the streets.  This month, and for the course of my Administration, I am committed to working with the Department of Health and Human Services, States, and communities throughout the country to find a better answer for the millions of Americans who need mental health services and their families. We must further empower States, law enforcement, first responders, doctors, and families to help those with the most severe mental illnesses; to ensure that people with mental illness have access to evidence-based treatment and services; and to fight the stigma associated with mental illness, which can prevent people from seeking care. We must also resolve to enhance our understanding of mental illness and its relationship to other complex societal challenges, including homelessness, substance abuse, and suicide; and we reaffirm our commitment to improving prevention, diagnosis, and treatment through innovative medical strategies.  Addressing substance abuse, addiction, and overdose is often critical to improving mental health outcomes. An estimated 8.1 million adults in America suffering with a mental illness also struggle with substance abuse. Many of those who struggled with both were among the 52,000 people in our country who died from a drug overdose in 2015. Approximately 44,000 Americans took their own lives in the past year, a preventable tragedy that frequently correlates with mental illness and substance abuse.  On May 4, 2017, my Administration, along with more than 160 organizations and 1,100 communities, will commemorate National Children's Mental Health Awareness Day. At this national event, Health and Human Services Secretary Tom Price will give special recognition awards to Awareness Day Honorary Chairpersons and United States Olympic champions Michael Phelps and Allison Schmitt for speaking openly about their behavioral health challenges and for encouraging young Americans to lead healthy lives. The event will help promote the importance of National Mental Health Awareness Month, providing Americans with resources related to treatment and services for mental health and substance abuse.  No American should suffer in silence and solitude. During Mental Health Awareness Month, I encourage all Americans to seek to better understand mental illness and to look for opportunities to help those with mental health issues. We must support those in need and remain committed to hope and healing. Through compassion and committed action, we will enrich the spirit of the American people and improve the well-being of our Nation. Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as National Mental Health Awareness Month. I call upon all Americans to support citizens suffering from mental illness, raise awareness of mental health conditions through appropriate programs and activities, and commit our Nation to innovative prevention, diagnosis, and treatment.  In Witness Whereof, I have hereunto set my hand this first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9604—Law Day, U.S.A., 2017",2017-05-01,"Today, we celebrate Law Day, as we have since President Dwight D. Eisenhower first commemorated it in 1958, and reflect upon our great heritage of liberty, justice, and equality. Our Founders risked their lives, fortunes, and sacred honor in defense of these values. More than 240 years ago, they set pen to paper and declared to the world ""that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness."" The Declaration of Independence thus set our Nation on its revolutionary and transformative path to protecting people's inherent, individual rights and liberties from the tyranny of an elite few who might use the powers of the state to trample upon them.  To protect the values for which they fought, the Framers of our Constitution created a government of limited and separated powers that enables the rule of law to prevail over the whims of government officials. As the great Justice Antonin Scalia frequently observed, every dictatorship has a bill of rights, but paper rights alone will not preserve liberty. It is our Constitution's clear division of the sovereign's power—vesting the power to create laws in the Congress, the power to execute laws in the President, and the power to interpret laws in an independent judiciary—that enables us to remain free and in control of our government.  Recognizing, as President Ronald Reagan did, that ""freedom is never more than one generation away from extinction,"" today we pay tribute to the government of laws, and not of men, that forms the foundation of our freedom. Therefore, on this Law Day, we rededicate ourselves to the rule of law, to the separation of powers, and, in the words of President Abraham Lincoln's Gettysburg Address, to the preservation of ""government of the people, by the people, for the people.""  Now, Therefore, I, Donald J. Trump, President of the United States of America, in accordance with Public Law 87-20, as amended, do hereby proclaim May 1, 2017, as Law Day, U.S.A. I urge all Americans, including government officials, to observe this day by reflecting upon the importance of the rule of law in our Nation and displaying the flag of the United States in support of this national observance.  In Witness Whereof, I have hereunto set my hand this first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9605—National Day of Prayer, 2017",2017-05-04,"We come together on our National Day of Prayer as one Nation, under God, to show gratitude for our many blessings, to give thanks for His providence, and to ask for His continued wisdom, strength, and protection as we chart a course for the future. We are united in prayer, each according to our own faith and tradition, and we believe that in America, people of all faiths, creeds, and religions must be free to exercise their natural right to worship according to their consciences.  We are also reminded and reaffirm that all human beings have the right, not only to pray and worship according to their consciences, but to practice their faith in their homes, schools, charities, and businesses—in private and in the public square—free from government coercion, discrimination, or persecution. Religion is not merely an intellectual exercise, but also a practical one that demands action in the world. Even the many prisoners around the world who are persecuted for their faith can pray privately in their cells. But our Constitution demands more: the freedom to practice one's faith publicly.  The religious liberty guaranteed by the Constitution is not a favor from the government, but a natural right bestowed by God. Our Constitution and our laws that protect religious freedom merely recognize the right that all people have by virtue of their humanity. As Thomas Jefferson wisely questioned: ""can the liberties of a nation be thought secure when we have removed their only firm basis, a conviction in the minds of the people that these liberties are the gift of God?""  In 1789, President George Washington proclaimed a day of public thanksgiving and prayer, calling upon Americans to ""unite in most humbly offering our prayers and supplications to the great Lord and Ruler of Nations."" In 1988, the Congress, by Public Law 100-307, called on the President to issue each year a proclamation designating the first Thursday in May as a ""National Day of Prayer."" On this National Day of Prayer, the right to pray freely and live according to one's faith is under threat around the world from coercive governments and terrorist organizations. We therefore pray especially for the many people around the world who are persecuted for their beliefs and deprived of their fundamental liberty to live according to their conscience. We pray for the triumph of freedom over oppression, and for God's love and mercy over evil.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States of America, do hereby proclaim May 4, 2017, as a National Day of Prayer. I invite the citizens of our Nation to pray, in accordance with their own faiths and consciences, in thanksgiving for the freedoms and blessings we have received, and for God's guidance and continued protection as we meet the challenges before us.  In Witness Whereof, I have hereunto set my hand this fourth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9606—National Hurricane Preparedness Week, 2017",2017-05-05,"National Hurricane Preparedness Week reminds those of us living in hurricane-prone areas of the need to ready our homes, communities, and families for extreme weather events before hurricane season arrives. Preparing for weather-related disasters can dramatically reduce their impact on you, your family, and your community.  The 2017 hurricane season, which begins June 1 and lasts through November 30, marks the 25th anniversaries of Hurricanes Andrew and Iniki. In August 1992, Hurricane Andrew tore through South Florida before making landfall, again, in Louisiana. It claimed 65 lives, destroyed 25,000 homes, and caused approximately $26 billion in overall damage. A few weeks later, Hurricane Iniki struck the Hawaiian Island of Kauai, killing six, demolishing 1,400 homes, and causing about $1.8 billion in overall damage. The tragic losses caused by those terrible storms remind us of the need to prepare for the destruction hurricanes can bring.  As Hurricane Andrew demonstrated, inland areas are not immune from the destruction hurricanes can bring with them through flooding rains and other related weather events. A National Oceanic and Atmospheric Administration study of Hurricane Andrew revealed that most of the damage it caused was inland from the primary storm surge areas. Just last year, heavy rains from Hurricane Matthew caused destructive flooding and loss of life in the Carolinas, even though the hurricane's eye remained mostly offshore.  This week, through several initiatives, I am encouraging Americans to take the time to prepare for the upcoming hurricane season. After a major disaster, you may not have immediate access to the services you are accustomed to, such as clean water, grocery stores, and emergency services. Hurricane preparedness information provided by the National Weather Service (NWS) and the Ready campaign conducted by the Federal Emergency Management Agency (FEMA), both available online, outline important steps you can take right now to safeguard your family, pets, and property. These resources will help you create evacuation and communications plans and assemble a disaster kit of necessary supplies. Developing and implementing these plans will save lives and avoid excess damage.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 7 through May 13, 2017, as National Hurricane Preparedness Week. I call upon Americans living in hurricane-prone areas to observe this week by making use of the online resources provided by the NWS and FEMA and by taking actions to safeguard their families, homes, and businesses from the dangers of hurricanes. I also call upon Federal, State, local, tribal, and territorial emergency management officials to help inform our communities about hurricane preparedness and response, in order to help prevent storm damage and save lives.  In Witness Whereof, I have hereunto set my hand this fifth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9607—Public Service Recognition Week, 2017",2017-05-05,"During Public Service Recognition Week, we express gratitude for our civil servants. Their daily effort keeps our Government functioning and helps make our Nation exceptional.  Throughout my first 100 days, I have seen the tremendous work civil servants do to fulfill our duty to the American people. At all levels of government, our public servants put our country and our people first. The hard work of our mail carriers, teachers, firefighters, transit workers, and many more, creates an environment that allows individuals and companies to thrive.  To empower our civil servants to best help others, the Government must always operate more efficiently and more securely. In March, I issued an Executive Order on a Comprehensive Plan for Reorganizing the Executive Branch. I am counting on our civil servants to seize upon that order and make our Government dramatically more accountable, effective, and efficient, by going beyond the modernization efforts of the past and re-examining the operational core of our executive departments and agencies. Together, through these and other efforts, we will fulfill our responsibilities to make our Government work better for the American people.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 7 through May 13, 2017, as Public Service Recognition Week. I call upon Americans and all Federal, State, tribal, and local government agencies to recognize the dedication of our Nation's public servants and to observe this week through appropriate programs and activities.  In Witness Whereof, I have hereunto set my hand this fifth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9608—Military Spouse Day, 2017",2017-05-12,"On Military Spouse Day, we honor military spouses for their invaluable contributions to the defense of this great Nation. In 1984, President Ronald Reagan first recognized this day with a proclamation, honoring the exemplary service and immeasurable sacrifices of our Nation's military spouses. This long overdue tribute gives thanks to those who, since the formation of our Republic, have served our country with selfless support. Military spouses have been, and continue to be, a steady, strong presence on the home front and in the hearts of our military men and women.  Most military spouses hold no rank and wear no uniform, yet humbly serve our Nation with distinction. They endure deployments for weeks, months, and years at a time, sometimes with little warning, and they must brace themselves for the uncertainty that comes with goodbye. When duty calls, they shoulder the full day-to-day responsibilities of managing a household and often of parenting—many times with little or no support. They face frequent relocations, which interrupt their careers and educational pursuits and require them to leave churches, homes, and friends. Most difficult of all, military spouses live with constant worry about the daily risks our military forces take for our country. Military spouses navigate these and other challenges with uncommon grace and inspiring strength.  My Administration will focus on supporting and increasing opportunities for military spouses. I urge American businesses to create opportunities for hiring, training, and promoting military spouses, and to identify ways to keep them employed following relocations. These women and men have skills and experiences valued by employers and coworkers alike. They give so much of themselves to our country, and they deserve our enduring respect and appreciation in return. I have pledged to our Armed Forces to have their backs, and that means providing for our military spouses as well.  On this Military Spouse Day, we recognize the exceptional women and men who have shared their loved ones with our country. We honor them for their service, praise them for their sacrifices, and offer them our gratitude and prayers on behalf of a grateful Nation.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 12, 2017, as Military Spouse Day. I call upon the people of the United States to honor military spouses with appropriate ceremonies and activities.  In Witness Whereof, I have hereunto set my hand this twelfth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9609—Mother's Day, 2017",2017-05-12,"Mother's Day is a special celebration in America. It is an occasion to thank our mothers for the life and love they have given us and to emphasize our affection for them, affection they deserve every day of the year. But it is also an opportunity to honor mothers across our Nation and celebrate motherhood as a pillar of our country's stability and success.  Our deep appreciation for the strength and spirit of mothers and their resolve to do what is right for their children and families cannot be overstated. They are often the first to lend a hand during hard times and the first to celebrate our proudest victories. The boundless energy of our mothers inspires us to be people of action, people who strive relentlessly toward our goals. Above all, they teach us the power and joy of unconditional love.  Today and every day, we honor the incredible women whose influence on the world is beyond measure. They brighten America's future by shaping the character of each new generation. They lead us through our deepest lessons about perseverance and hard work, preparing us for life's responsibilities. Whether by birth, adoption, or foster care, our Nation's mothers give selflessly of themselves for the well-being of the lives and futures of others. We humbly thank them for this greatest gift.  In recognition of the contributions of mothers to American families and to our Nation, the Congress, by joint resolution approved May 8, 1914 (38 Stat. 770), has designated the second Sunday in May each year as Mother's Day and requested the President to call for its appropriate observance.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim May 14, 2017, as Mother's Day. I encourage all Americans to express their love and respect for their mothers or beloved mother figures, whether with us in person or in spirit, and to reflect on the importance of motherhood to the prosperity of our families, communities, and Nation.  In Witness Whereof, I have hereunto set my hand this twelfth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9610—National Defense Transportation Day and National Transportation Week, 2017",2017-05-12,"During National Defense Transportation Day and National Transportation Week, we celebrate our Nation's land, air, and sea infrastructure systems. These critical systems connect Americans to one another, provide vital national security capabilities, and serve as a cornerstone of our economy. We also recognize the transportation professionals who are dedicated to keeping our Nation's transportation networks secure, efficient, and reliable.  Quality infrastructure provides Americans with the freedom they need and deserve to move themselves and their families, and the vast array of products they want to buy and sell. But in too many cases, our roads, waterways, bridges, airports, and mass transit systems have fallen into disrepair. That is why my Administration is committed to rebuilding a world-class transportation infrastructure that works for all Americans.  Revitalizing our infrastructure is all the more important because American transportation enhancements have played and will continue to play a critical role in our national defense. During World War II, our ability to refuel ships at sea was, in the words of Admiral Chester Nimitz, the ""Navy's secret weapon."" Today, our military logistics system is essential to the defense of our homeland and our ability to project power around the world.  To remain effective, the transportation industry must constantly innovate. That is why, in addition to rebuilding our current infrastructure, my Administration is removing regulatory hurdles that have, for too long, impeded necessary infrastructure improvements. This will allow creative companies to transform how we use our roads, waterways, rails, and the skies, making them both safer for travelers and more effective for our national security.  To recognize the men and women who work in the transportation industry and who contribute to our Nation's well-being and defense, the Congress, by joint resolution approved May 16, 1957, as amended (36 U.S.C. 120), has designated the third Friday in May of each year as ""National Defense Transportation Day,"" and, by joint resolution approved May 14, 1962, as amended (36 U.S.C. 133), has declared that the week during which that Friday falls be designated as ""National Transportation Week.""  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim Friday, May 19, 2017, as National Defense Transportation Day and May 14 through May 20, 2017, as National Transportation Week. I encourage all Americans to celebrate these observances with appropriate ceremonies and activities to learn more about how our transportation system contributes to the security of our citizens and the prosperity of our Nation.  In Witness Whereof, I have hereunto set my hand this twelfth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
